state_county_name,precipitation_in,rain_days,usgs_runoff_in
Mississippi-Calhoun,60,89.7,20
Mississippi-Carroll,60,88.6,20
Mississippi-Chickasaw,60,85.5,20
Mississippi-Choctaw,60,83.3,22
Mississippi-Claiborne,60,97.8,18
Mississippi-Clarke,60,97.6,20
Mississippi-Clay,60,84.6,20
Mississippi-Coahoma,60,97,20
Mississippi-Copiah,60,95.7,18
Mississippi-Covington,60,97.3,20
Mississippi-De Soto,60,94.1,18
Mississippi-Forrest,60,98.4,22
Mississippi-Franklin,60,97.8,20
Mississippi-George,60,106.1,24.75
Mississippi-Greene,60,105.6,21
Mississippi-Grenada,60,97.8,20
Mississippi-Hancock,60,97.8,25.5
Mississippi-Harrison,60,108.6,26.75
Mississippi-Hinds,60,97.8,18
Mississippi-Holmes,60,84.7,22
Mississippi-Humphreys,60,92,18
Mississippi-Issaquena,60,97.6,18
Mississippi-Itawamba,60,99.1,22
Mississippi-Jackson,60,97.3,27
Mississippi-Jasper,60,97.8,18
Mississippi-Jefferson,60,97.8,18
Mississippi-Jefferson Davis,60,97.8,20
Mississippi-Jones,60,97.8,19
Mississippi-Kemper,60,97,22
Mississippi-Lafayette,60,97.8,22
Mississippi-Lamar,60,100.5,22
Mississippi-Lauderdale,60,97.8,18
Mississippi-Lawrence,60,97,20
Mississippi-Leake,60,90.1,18
Mississippi-Lee,60,95.7,22
Mississippi-Leflore,60,96.6,19
Mississippi-Lincoln,60,97.8,20
Mississippi-Lowndes,60,95.4,20
Mississippi-Madison,60,87.1,18
Mississippi-Marion,60,108.6,22
Mississippi-Marshall,60,93.4,21
Mississippi-Monroe,60,97.3,22
Mississippi-Montgomery,60,89.8,22
Mississippi-Neshoba,60,85.7,20
Mississippi-Newton,60,97.8,18
Mississippi-Noxubee,60,95.2,20
Mississippi-Oktibbeha,60,90.7,20
Mississippi-Panola,60,95.7,21
Mississippi-Pearl River,60,107.1,24
Mississippi-Perry,60,100.7,22
Mississippi-Pike,60,100.8,22
Mississippi-Pontotoc,60,97.8,22
Mississippi-Prentiss,60,96.2,19
Mississippi-Quitman,60,91.4,20
Mississippi-Rankin,60,94.5,18
Mississippi-Scott,60,96,18
Mississippi-Sharkey,60,96.8,18
Mississippi-Simpson,60,96,18
Mississippi-Smith,60,95.2,18
Mississippi-Stone,60,111.5,24.5
Mississippi-Sunflower,60,97.8,18
Mississippi-Tallahatchie,60,96.1,21
Mississippi-Tate,60,97.6,21
Mississippi-Tippah,60,97.8,22
Mississippi-Tishomingo,60,97.8,24
Mississippi-Tunica,60,88.2,20
Mississippi-Union,60,97.7,20
Mississippi-Walthall,60,100,22
Mississippi-Warren,60,97.8,18
Mississippi-Washington,60,97.6,18
Mississippi-Wayne,60,97.4,19
Mississippi-Webster,60,83,20
Mississippi-Wilkinson,60,98.4,20
Mississippi-Winston,60,91.5,22
Mississippi-Yalobusha,60,97.8,22
Mississippi-Yazoo,60,95.6,18
Missouri-Adair,35.01,83.5,8
Missouri-Andrew,35.01,83,7.5
Missouri-Atchison,35.01,80.9,6
Missouri-Audrain,35.01,94.5,9
Missouri-Barry,45,86,12
Missouri-Barton,45,83,9.5
Missouri-Bates,45,83.1,9
Missouri-Benton,45,91,9.5
Missouri-Bollinger,45,92.8,14.5
Missouri-Boone,35.01,94.6,8
Missouri-Buchanan,35.01,81.9,6
Missouri-Butler,45,96.9,16
Missouri-Caldwell,35.01,83,7
Missouri-Callaway,35.01,97.7,8
Missouri-Camden,44.99,97.8,10
Missouri-Cape Girardeau,45,97.4,14.667
Missouri-Carroll,35.35,85.7,7
Missouri-Carter,45,85.5,15
Missouri-Cass,36.89,82.6,8
Missouri-Cedar,45,83,8.5
Missouri-Chariton,37.83,91.8,8.5
Missouri-Christian,45,77.8,12
Missouri-Clark,35.01,96.6,9
Missouri-Clay,35.01,82.3,9
Missouri-Clinton,35.01,80.2,7
Missouri-Cole,35.83,90.9,8.5
Missouri-Cooper,37.3,89,8
Missouri-Crawford,45,83,10
Missouri-Dade,45,92.3,10
Missouri-Dallas,45,97.8,8.5
Missouri-Daviess,35.01,83,8
Missouri-De Kalb,35.01,83,8
Missouri-Dent,45,87.9,12
Missouri-Douglas,45,80.2,12
Missouri-Dunklin,47.56,97.2,18
Missouri-Franklin,37.75,90.1,9
Missouri-Gasconade,39.91,88,9
Missouri-Gentry,35.01,83,6
Missouri-Greene,45,92.5,10
Missouri-Grundy,35.01,84.5,8
Missouri-Harrison,35.01,83.8,7
Missouri-Henry,45,83,9
Missouri-Hickory,45,86.1,10
Missouri-Holt,35.01,82.3,7.667
Missouri-Howard,35.76,93.5,8
Missouri-Howell,45,83.4,14
Missouri-Iron,45,85.4,13
Missouri-Jackson,35.08,83,9
Missouri-Jasper,45,82.9,10
Missouri-Jefferson,35.07,87.2,9
Missouri-Johnson,44.89,83,9
Missouri-Knox,35.01,83.5,8
Missouri-Laclede,45,97.4,8
Missouri-Lafayette,38.68,83.4,9
Missouri-Lawrence,45,96.1,10
Missouri-Lewis,35.01,93.3,8
Missouri-Lincoln,35.01,84.8,9
Missouri-Linn,35.01,92.8,9
Missouri-Livingston,35.01,83.2,8
Missouri-Macon,35.01,89.3,9
Missouri-Madison,45,97.6,14
Missouri-Maries,45,96.7,10
Missouri-Marion,35.34,94.3,9
Missouri-McDonald,45,84.1,9
Missouri-Mercer,35.01,84.9,8
Missouri-Miller,44.86,96.9,9.5
Missouri-Mississippi,45.97,97.8,19.6
Missouri-Moniteau,36.66,83.3,8
Missouri-Monroe,35.38,87.6,9
Missouri-Montgomery,35.39,95.1,9
Missouri-Morgan,44.18,92.7,9
Missouri-New Madrid,45,95.2,19
Missouri-Newton,45,83.3,10
Missouri-Nodaway,35.01,83,7
Missouri-Oregon,45,83,15
Missouri-Osage,37.07,90.2,9
Missouri-Ozark,45,77,14
Missouri-Pemiscot,46.12,97.8,14.5
Missouri-Perry,45,87.4,13
Missouri-Pettis,40.51,92.1,8.5
Missouri-Phelps,45,94.6,10
Missouri-Pike,35.01,88.7,9
Missouri-Platte,35.01,81.4,7
Missouri-Polk,45,95.7,10
Missouri-Pulaski,45,99.7,8
Missouri-Putnam,35.01,94.5,7
Missouri-Ralls,35.41,94.5,9
Missouri-Randolph,35.67,96.1,9
Missouri-Ray,35.01,83.7,9
Missouri-Reynolds,45,81.4,14.5
Missouri-Ripley,45,92.7,11
Missouri-Saline,35.01,84.4,8
Missouri-Schuyler,35.01,87.1,8
Missouri-Scotland,35.01,83.7,8
Missouri-Scott,45,97.8,16
Missouri-Shannon,45,78.8,14
Missouri-Shelby,35.01,84.1,8
Missouri-St. Charles,35.01,89.2,9
Missouri-St. Clair,45,84.3,8
Missouri-St. Francois,44.76,93.6,11
Missouri-St. Louis,35.64,92.4,9
Missouri-St. Louis City,35.01,97.8,9
Missouri-Ste. Genevieve,44.82,91.8,10.667
Missouri-Stoddard,45,96.5,17
Missouri-Stone,45,83,12
Missouri-Sullivan,35.01,96.1,8
Missouri-Taney,45,83.2,12
Missouri-Texas,45,86.9,12
Missouri-Vernon,45,83,9
Missouri-Warren,35.15,85.8,9
Missouri-Washington,44.4,83.4,10.333
Missouri-Wayne,45,96.7,15
Missouri-Webster,45,90.4,12
Missouri-Worth,35.01,83,7
Missouri-Wright,45,85.6,12
Montana-Beaverhead,20.89,89.9,10
Montana-Big Horn,16.83,77.7,2.125
Montana-Blaine,14.29,61.4,1
Montana-Broadwater,17.17,81.4,7.5
Montana-Carbon,19.12,78.9,12.5
Montana-Carter,16,63.6,0.75
Montana-Cascade,17.98,83.3,5
Montana-Chouteau,16.02,71,2
Montana-Custer,15.92,67.8,0.5
Montana-Daniels,13.26,68.5,0.5
Montana-Dawson,16,61.2,0.5
Montana-Deer Lodge,22.77,100.3,10
Montana-Fallon,16,62.9,0.75
Montana-Fergus,18.03,77.9,1.5
Montana-Flathead,40.59,137.9,23.889
Montana-Gallatin,25.79,110.3,10
Montana-Garfield,15.3,65.8,1.5
Montana-Glacier,29.12,95.1,35.182
Montana-Golden Valley,16.92,70.4,1.5
Montana-Granite,25.28,111.4,10
Montana-Hill,9.85,54.6,1.5
Montana-Jefferson,18.5,90.7,7.5
Montana-Judith Basin,19.9,87.7,3.5
Montana-Lake,27.62,114.7,17.5
Montana-Lewis and Clark,23.43,97.5,17.5
Montana-Liberty,9.83,56.4,1.5
Montana-Lincoln,32.97,132,22.273
Montana-Madison,22.52,93.1,7.5
Montana-McCone,15.48,58.9,0.5
Montana-Meagher,20.94,87.3,5
Montana-Mineral,44.27,141.7,26
Montana-Missoula,33.79,131.3,20.5
Montana-Musselshell,16,67.6,0.75
Montana-Park,27.17,109.8,11
Montana-Petroleum,16,68,0.75
Montana-Phillips,11.52,50.6,0.75
Montana-Pondera,16.79,76.1,20.714
Montana-Powder River,16,70,0.5
Montana-Powell,28.47,115.5,17.5
Montana-Prairie,15.11,49.9,0.5
Montana-Ravalli,32.55,123.3,27.8
Montana-Richland,16,68.1,0.5
Montana-Roosevelt,15.74,68.7,0.5
Montana-Rosebud,14.97,70.6,0.75
Montana-Sanders,32.88,131.6,17.857
Montana-Sheridan,16,58.3,0.5
Montana-Silver Bow,18.63,92.5,5
Montana-Stillwater,19.4,77.8,10.4
Montana-Sweet Grass,20.92,84.9,10.4
Montana-Teton,18.4,76.7,17.5
Montana-Toole,11.5,65.4,1.5
Montana-Treasure,16,64.4,1.5
Montana-Valley,9.54,59.6,0.5
Montana-Wheatland,17.08,77.3,3.5
Montana-Wibaux,16,67.1,0.5
Montana-Yellowstone,16,71.1,2.125
Montana-Yellowstone National Park (Part),32.79,126.2,17.5
Nebraska-Adams,25.01,68,2
Nebraska-Antelope,25.01,72.8,1
Nebraska-Arthur,16,68,1.5
Nebraska-Banner,16,68,0.5
Nebraska-Blaine,25.01,68,4
Nebraska-Boone,25.01,69.2,2
Nebraska-Box Butte,16,68.2,0.75
Nebraska-Boyd,25.01,68.1,2
Nebraska-Brown,25.01,68.9,4
Nebraska-Buffalo,25.01,67.4,2
Nebraska-Burt,25.01,82.9,4
Nebraska-Butler,25.01,71.7,2
Nebraska-Cass,34.45,81.6,5
Nebraska-Cedar,25.01,70.4,2
Nebraska-Chase,16,54.8,0.5
Nebraska-Cherry,20.39,68,3
Nebraska-Cheyenne,16,68.3,1
Nebraska-Clay,25.01,67.1,2
Nebraska-Colfax,25.01,72.1,2
Nebraska-Cuming,25.01,82.1,1
Nebraska-Custer,25.01,68,1.5
Nebraska-Dakota,25.01,82.9,2
Nebraska-Dawes,16,70.2,0.75
Nebraska-Dawson,25.01,65.1,1
Nebraska-Deuel,16,54.3,1.5
Nebraska-Dixon,25.01,73,2
Nebraska-Dodge,25.68,79.8,4
Nebraska-Douglas,25.08,83,5
Nebraska-Dundy,16.73,57.5,1.5
Nebraska-Fillmore,25.01,69.4,2
Nebraska-Franklin,25.01,64.8,1.5
Nebraska-Frontier,25,57.5,0.5
Nebraska-Furnas,25.01,67.6,1.5
Nebraska-Gage,34.33,78.5,4
Nebraska-Garden,16,64.9,1.5
Nebraska-Garfield,25.01,68,3
Nebraska-Gosper,25.01,66.3,1.5
Nebraska-Grant,16.14,68,1
Nebraska-Greeley,25.01,68,2
Nebraska-Hall,25.01,70.5,2
Nebraska-Hamilton,25.01,69.2,2
Nebraska-Harlan,25.01,67.9,1
Nebraska-Hayes,22.24,67.3,0.5
Nebraska-Hitchcock,25,67.9,1.167
Nebraska-Holt,25.01,68.7,2
Nebraska-Hooker,23.96,68,1
Nebraska-Howard,25.01,68.1,2
Nebraska-Jefferson,31.42,76.1,4
Nebraska-Johnson,35.01,80.7,5
Nebraska-Kearney,25.01,68,2
Nebraska-Keith,16,61.5,1.5
Nebraska-Keya Paha,25.01,68.7,3
Nebraska-Kimball,16,69.9,0.5
Nebraska-Knox,25.01,72.5,2
Nebraska-Lancaster,27.66,70.5,4
Nebraska-Lincoln,20.18,68,1.167
Nebraska-Logan,25.01,68,3
Nebraska-Loup,25.01,68,4
Nebraska-Madison,25.01,73.7,1
Nebraska-McPherson,20.85,68,1.5
Nebraska-Merrick,25.01,68.9,2
Nebraska-Morrill,16,68,1
Nebraska-Nance,25.01,70,2
Nebraska-Nemaha,35.01,83,5.667
Nebraska-Nuckolls,25.01,67.6,2
Nebraska-Otoe,35.01,82,5
Nebraska-Pawnee,35.01,78.2,5
Nebraska-Perkins,16,52.8,1.5
Nebraska-Phelps,25.01,67.3,1
Nebraska-Pierce,25.01,69.6,1
Nebraska-Platte,25.01,77.5,2
Nebraska-Polk,25.01,68.1,2
Nebraska-Red Willow,24.97,66.8,0.5
Nebraska-Richardson,35.01,83,6
Nebraska-Rock,25.01,74.9,4
Nebraska-Saline,25.06,66.2,4
Nebraska-Sarpy,29.82,82.8,5
Nebraska-Saunders,25.23,73.2,4
Nebraska-Scotts Bluff,16,68.3,0.5
Nebraska-Seward,25.01,67.5,2
Nebraska-Sheridan,16,68.1,1.5
Nebraska-Sherman,25.01,68,2
Nebraska-Sioux,16,68,0.5
Nebraska-Stanton,25.01,75.2,2
Nebraska-Thayer,25.01,80.2,3
Nebraska-Thomas,25.01,68,1
Nebraska-Thurston,25.01,80.7,1
Nebraska-Valley,25.01,68,2
Nebraska-Washington,25.01,80.5,4.667
Nebraska-Wayne,25.01,75.6,1
Nebraska-Webster,25.01,66.8,2
Nebraska-Wheeler,25.01,68,2
Nebraska-York,25.01,68.1,2
Nevada-Carson City,15.12,49.7,6.592
Nevada-Churchill,8.76,45.2,0.45
Nevada-Clark,8.12,33,0.711
Nevada-Douglas,17.55,50.8,5.963
Nevada-Elko,13.57,67.7,1.774
Nevada-Esmeralda,8.48,40.1,5.566
Nevada-Eureka,11.13,58.5,0.413
Nevada-Humboldt,11.47,52.9,1.302
Nevada-Lander,11.58,54.7,0.909
Nevada-Lincoln,10.99,45,0.423
Nevada-Lyon,11.14,46.2,0.2
Nevada-Mineral,9.64,45.1,0.571
Nevada-Nye,9.16,42.7,1.939
Nevada-Pershing,9.74,45.4,0.45
Nevada-Storey,13.08,45,0.15
Nevada-Washoe,13.45,57.7,5.566
Nevada-White Pine,12.19,56.6,1.202
New Hampshire-Belknap,42.4,120,20
New Hampshire-Carroll,49.04,126.9,29
New Hampshire-Cheshire,42.23,112,20
New Hampshire-Coos,48.34,146.1,26.667
New Hampshire-Grafton,46.24,136.6,28.75
New Hampshire-Hillsborough,44.57,111.3,23
New Hampshire-Merrimack,42.12,115.6,20
New Hampshire-Rockingham,44.68,112.8,20
New Hampshire-Strafford,45.87,119.9,20
New Hampshire-Sullivan,41.19,115,20
New Jersey-Atlantic,45,97.8,21
New Jersey-Bergen,45,110.8,24.5
New Jersey-Burlington,45,101.6,21
New Jersey-Camden,45,97.8,22
New Jersey-Cape May,45,97.8,21
New Jersey-Cumberland,45,97.8,23.5
New Jersey-Essex,45,107.3,25
New Jersey-Gloucester,45,98.5,20
New Jersey-Hudson,45,100.1,22
New Jersey-Hunterdon,46.14,111.6,23.5
New Jersey-Mercer,45,104.6,25.6
New Jersey-Middlesex,45,111.4,21
New Jersey-Monmouth,45,112.5,20
New Jersey-Morris,51.26,111.8,25
New Jersey-Ocean,45,107.1,20
New Jersey-Passaic,51.03,113.8,24.5
New Jersey-Salem,45,100.4,20
New Jersey-Somerset,45,104.8,22
New Jersey-Sussex,45.29,112.5,25.6
New Jersey-Union,45,112.5,22
New Jersey-Warren,45.6,112.5,23.833
New Mexico-Bernalillo,11.04,50.6,0.475
New Mexico-Catron,17.58,66.4,0.844
New Mexico-Chaves,16,45,0.267
New Mexico-Cibola,12.97,59.3,0.567
New Mexico-Colfax,17.26,70.3,2.125
New Mexico-Curry,16,45,0.1
New Mexico-De Baca,16,45,0.2
New Mexico-Dona Ana,9.42,44.9,0.133
New Mexico-Eddy,16.01,45,0.267
New Mexico-Grant,16.14,51.7,1.167
New Mexico-Guadalupe,15.98,45,0.2
New Mexico-Harding,16,46,0.267
New Mexico-Hidalgo,13.73,45.8,0.2
New Mexico-Lea,15.93,45,0.267
New Mexico-Lincoln,15.72,48.2,0.925
New Mexico-Los Alamos,19.12,64,2
New Mexico-Luna,9.21,45,0.2
New Mexico-McKinley,11.79,53.7,0.51
New Mexico-Mora,18.22,68.9,3.7
New Mexico-Otero,14.41,51,1.483
New Mexico-Quay,16,45,0.1
New Mexico-Rio Arriba,17.28,74.8,5.389
New Mexico-Roosevelt,16,45,0.1
New Mexico-San Juan,9.76,48.1,1.667
New Mexico-San Miguel,16.24,51.7,1.483
New Mexico-Sandoval,12.42,55,0.567
New Mexico-Santa Fe,15.9,52.1,2.525
New Mexico-Sierra,11.97,46.7,0.3
New Mexico-Socorro,11.7,45,0.844
New Mexico-Taos,18.51,72.8,5.4
New Mexico-Torrance,15.46,46,0.42
New Mexico-Union,16,52.2,0.15
New Mexico-Valencia,9.2,45.3,0.2
New York-Albany,35.93,118.2,19
New York-Allegany,35.05,136,19.429
New York-Bronx,45,112.5,22
New York-Broome,37.45,135,24.2
New York-Cattaraugus,44.08,161.8,22.5
New York-Cayuga,35.66,135,16.333
New York-Chautauqua,44.4,160,24.4
New York-Chemung,35.01,125.3,15
New York-Chenango,39.45,135.9,22
New York-Clinton,35.41,130.9,19
New York-Columbia,43.4,121.7,21
New York-Cortland,41.56,136.9,21
New York-Delaware,42.76,135.9,25.25
New York-Dutchess,45.03,112.8,22
New York-Erie,39.08,151,18.2
New York-Essex,39.6,141.8,21.8
New York-Franklin,41.04,155.4,22.75
New York-Fulton,47.21,135.9,24.2
New York-Genesee,35.01,135.1,15
New York-Greene,40.35,121.4,22.75
New York-Hamilton,51.69,156.8,30
New York-Herkimer,49.83,155.7,24.2
New York-Jefferson,37.94,139.9,25
New York-Kings,45,111,15
New York-Lewis,49.19,158,30
New York-Livingston,34.42,134.9,14.25
New York-Madison,42.84,135.7,22
New York-Monroe,34.76,134.9,13.667
New York-Montgomery,42.77,135,21
New York-Nassau,45,99,12
New York-New York,45,108.7,22
New York-Niagara,35.01,133.7,15
New York-Oneida,50.09,157.9,26
New York-Onondaga,39.77,145.4,21
New York-Ontario,35.01,135,12
New York-Orange,45.7,112.2,24.533
New York-Orleans,35,135,14
New York-Oswego,47.04,161.5,22.75
New York-Otsego,41.16,135.6,21.333
New York-Putnam,45,112.2,24.889
New York-Queens,45,112,16.25
New York-Rensselaer,39.31,130.3,22.222
New York-Richmond,45,112.5,21
New York-Rockland,46.03,112.2,24.6
New York-Saratoga,41.07,124.1,21.571
New York-Schenectady,40.37,126.4,18
New York-Schoharie,38.46,134.8,22.75
New York-Schuyler,35.09,133.4,13
New York-Seneca,35.01,130.8,14.25
New York-St. Lawrence,38.43,145.3,22.75
New York-Steuben,35.01,123.7,14.667
New York-Suffolk,45,99.6,15
New York-Sullivan,45.24,128.5,28
New York-Tioga,35.01,134.9,18
New York-Tompkins,35.12,135,16.6
New York-Ulster,46.8,117.6,29.333
New York-Warren,44.18,127.4,24.2
New York-Washington,37.29,114.7,22.667
New York-Wayne,35.01,135,15.75
New York-Westchester,45.07,109.6,22
New York-Wyoming,38.65,154,18
New York-Yates,35.01,135,11
North Carolina-Alamance,45,105,12
North Carolina-Alexander,51.24,112.5,16.6
North Carolina-Alleghany,49.5,108.7,25
North Carolina-Anson,45,97.8,14.571
North Carolina-Ashe,57.77,131.3,25.5
North Carolina-Avery,59.69,135.2,27.8
North Carolina-Beaufort,55.24,112.5,16
North Carolina-Bertie,45.02,110.8,15
North Carolina-Bladen,45.92,100.4,18
North Carolina-Brunswick,60,112.5,18.833
North Carolina-Buncombe,46.92,116.8,25.556
North Carolina-Burke,56.95,114.7,24.2
North Carolina-Cabarrus,45,97.8,14
North Carolina-Caldwell,53.21,116.1,23.167
North Carolina-Camden,45.66,105.7,15.333
North Carolina-Carteret,60,104.5,18
North Carolina-Caswell,45,107.2,12
North Carolina-Catawba,45.34,111.1,17.25
North Carolina-Chatham,45,105.5,14
North Carolina-Cherokee,62.2,130.4,35
North Carolina-Chowan,45,97.8,16
North Carolina-Clay,68.18,133.4,40
North Carolina-Cleveland,49.44,104.2,19
North Carolina-Columbus,47.64,108.5,17.667
North Carolina-Craven,60,110.9,17
North Carolina-Cumberland,45,99,17
North Carolina-Currituck,45.95,100.9,16
North Carolina-Dare,59.96,105.1,15.333
North Carolina-Davidson,45,98.6,12
North Carolina-Davie,45,100.8,20.667
North Carolina-Duplin,59.05,112,18
North Carolina-Durham,45,97.9,13
North Carolina-Edgecombe,45,98.3,14
North Carolina-Forsyth,45,100.4,14
North Carolina-Franklin,45,97.8,14
North Carolina-Gaston,45,106.5,17
North Carolina-Gates,45,98.5,15
North Carolina-Graham,68.66,137.3,35
North Carolina-Granville,45,97.8,13
North Carolina-Greene,45,106.3,15
North Carolina-Guilford,45,104.6,13
North Carolina-Halifax,45,97.8,14
North Carolina-Harnett,45,97.8,16.333
North Carolina-Haywood,58.7,140.5,28.375
North Carolina-Henderson,60.9,127.8,34
North Carolina-Hertford,45,99.7,15
North Carolina-Hoke,45,97.8,19
North Carolina-Hyde,60,101.7,16
North Carolina-Iredell,45.12,104.2,14
North Carolina-Jackson,73.05,143.3,45
North Carolina-Johnston,45,103.9,15
North Carolina-Jones,60,112.5,17
North Carolina-Lee,45,97.8,15.5
North Carolina-Lenoir,57.53,112,16
North Carolina-Lincoln,45.67,102.6,16.333
North Carolina-Macon,73.64,135.7,46.667
North Carolina-Madison,46.09,129.4,19.8
North Carolina-Martin,45,109.3,15.5
North Carolina-McDowell,56.94,115.2,26.429
North Carolina-Mecklenburg,45,97.9,15
North Carolina-Mitchell,58.61,135,32.5
North Carolina-Montgomery,45,102,16.6
North Carolina-Moore,45,99.9,18.2
North Carolina-Nash,45,97.8,14
North Carolina-New Hanover,60,112.5,22
North Carolina-Northampton,45,98,14
North Carolina-Onslow,60,112.5,19
North Carolina-Orange,45,104.4,13
North Carolina-Pamlico,60,112.4,15
North Carolina-Pasquotank,45,107.9,16
North Carolina-Pender,60,112.5,21
North Carolina-Perquimans,45,102.3,16
North Carolina-Person,45,97.8,12
North Carolina-Pitt,46.33,107.3,15
North Carolina-Polk,60.01,117.2,23.667
North Carolina-Randolph,45,110.9,13
North Carolina-Richmond,45,107.1,16.6
North Carolina-Robeson,45,97.8,15
North Carolina-Rockingham,45,100.4,14
North Carolina-Rowan,45,97.8,14
North Carolina-Rutherford,58.4,112.5,22.2
North Carolina-Sampson,47.38,103.8,17.333
North Carolina-Scotland,45,97.8,17
North Carolina-Stanly,45,97.2,15
North Carolina-Stokes,45,101.3,15.4
North Carolina-Surry,45,111.9,18.333
North Carolina-Swain,63.29,139.9,32.625
North Carolina-Transylvania,82.28,140.2,44
North Carolina-Tyrrell,60,100.1,16
North Carolina-Union,45,97.7,12.8
North Carolina-Vance,45,97.8,12
North Carolina-Wake,45,98.9,15
North Carolina-Warren,45,97.8,12
North Carolina-Washington,56.88,112.5,16
North Carolina-Watauga,59.99,132.4,25.429
North Carolina-Wayne,45.45,97.9,15
North Carolina-Wilkes,53.37,112.9,21.25
North Carolina-Wilson,45,100.8,15
North Carolina-Yadkin,45,112.5,15
North Carolina-Yancey,55.19,132.5,26.667
North Dakota-Adams,16,68.1,0.5
North Dakota-Barnes,16,71.4,0.5
North Dakota-Benson,16,68.5,0.2
North Dakota-Billings,16,68.1,1
North Dakota-Bottineau,16,69.4,0.5
North Dakota-Bowman,16,66.7,1
North Dakota-Burke,16,68,0.5
North Dakota-Burleigh,16,76.1,0.567
North Dakota-Cass,18.09,70.6,0.5
North Dakota-Cavalier,16,77,0.5
North Dakota-Dickey,17.6,68,0.5
North Dakota-Divide,16,60.6,0.5
North Dakota-Dunn,16,71.1,1
North Dakota-Eddy,16,69.7,0.5
North Dakota-Emmons,16,68.1,0.5
North Dakota-Foster,16,74.7,0.3
North Dakota-Golden Valley,16,69.8,0.5
North Dakota-Grand Forks,16.06,77.8,1
North Dakota-Grant,16,65.4,1
North Dakota-Griggs,16.17,78.5,0.5
North Dakota-Hettinger,16,68,1
North Dakota-Kidder,16,68.6,0.2
North Dakota-La Moure,16.67,67.6,0.5
North Dakota-Logan,16,71.1,0.5
North Dakota-McHenry,16,68.1,0.2
North Dakota-McIntosh,16,68,0.5
North Dakota-McKenzie,16,68.5,0.5
North Dakota-McLean,16,68.6,0.567
North Dakota-Mercer,16,68.8,0.75
North Dakota-Morton,16,69.5,1
North Dakota-Mountrial,16,71,0.5
North Dakota-Nelson,16.05,74.1,0.5
North Dakota-Oliver,16,68,0.75
North Dakota-Pembina,16,73.6,1
North Dakota-Pierce,16,68,0.35
North Dakota-Ramsey,16,81.2,0.5
North Dakota-Ransom,16,68,0.5
North Dakota-Renville,16,65.8,0.5
North Dakota-Richland,23.35,77.6,1
North Dakota-Rolette,16,76.4,0.5
North Dakota-Sargent,16.37,68.6,0.5
North Dakota-Sheridan,16,73.3,0.2
North Dakota-Sioux,16,62.3,1
North Dakota-Slope,16,65.6,1
North Dakota-Stark,16,77.6,1
North Dakota-Steele,17.72,76.8,0.5
North Dakota-Stutsman,16,68.6,0.5
North Dakota-Towner,16,71.6,0.5
North Dakota-Traill,17.38,75.7,1
North Dakota-Walsh,16,80,1
North Dakota-Ward,16,72.8,0.5
North Dakota-Wells,16,66.4,0.2
North Dakota-Williams,16,71.7,0.5
Ohio-Adams,45,125.9,16
Ohio-Allen,35.01,112.5,11
Ohio-Ashland,35.01,131.9,14.833
Ohio-Ashtabula,41.55,135,20
Ohio-Athens,35.47,113.9,15
Ohio-Auglaize,35.01,112.5,12
Ohio-Belmont,40.63,132.9,16
Ohio-Brown,45,123,15.5
Ohio-Butler,42.26,112.7,14
Ohio-Carroll,35.01,135,19
Ohio-Champaign,35.01,110.5,12
Ohio-Clark,35.01,112.5,12
Ohio-Clermont,45,113,15
Ohio-Clinton,44.83,123.3,14.5
Ohio-Columbiana,35.01,135,14
Ohio-Coshocton,35.01,116.1,14
Ohio-Crawford,35.01,131.8,12
Ohio-Cuyahoga,35.81,135,14.833
Ohio-Darke,35.01,112.5,12
Ohio-Defiance,35.01,112.5,10
Ohio-Delaware,35.01,112.9,12
Ohio-Erie,35.01,121,11
Ohio-Fairfield,35.51,110.6,14
Ohio-Fayette,36.01,114.9,14.5
Ohio-Franklin,35.01,112.7,10
Ohio-Fulton,35.01,112.5,10
Ohio-Gallia,45,124.2,16
Ohio-Geauga,44.74,136.8,19
Ohio-Greene,35.77,112.5,13
Ohio-Guernsey,35.03,107.3,15
Ohio-Hamilton,45,112.4,15
Ohio-Hancock,35.01,112.5,10
Ohio-Hardin,35.01,112.5,11
Ohio-Harrison,35.01,130.1,15
Ohio-Henry,35.01,112.5,10
Ohio-Highland,45,112.6,15.5
Ohio-Hocking,40.94,112.1,12
Ohio-Holmes,35.01,122,14
Ohio-Huron,35.01,132.7,12
Ohio-Jackson,45,120.1,15.667
Ohio-Jefferson,35.01,135,15
Ohio-Knox,35.27,122.8,14.833
Ohio-Lake,37.01,135,19
Ohio-Lawrence,45,123.7,16
Ohio-Licking,39.84,114,14
Ohio-Logan,35.01,112.5,12
Ohio-Lorain,35.01,135,12
Ohio-Lucas,34.99,112.5,9
Ohio-Madison,35.01,111.1,12
Ohio-Mahoning,35.01,135,14.5
Ohio-Marion,35.01,112.5,10
Ohio-Medina,35.01,135,14.5
Ohio-Meigs,43.28,122.5,15
Ohio-Mercer,35.01,112.5,12
Ohio-Miami,35.01,112.5,12
Ohio-Monroe,44.62,133.2,16
Ohio-Montgomery,35.01,112.5,13
Ohio-Morgan,39.15,112.2,15
Ohio-Morrow,35.01,114.8,12
Ohio-Muskingum,35.01,114.3,14
Ohio-Noble,36.28,107.4,15
Ohio-Ottawa,35.01,112.5,10
Ohio-Paulding,35.01,102.6,10
Ohio-Perry,39.44,114.8,14
